Team,name,player_id,batting_position,runs,balls,fours,sixes,strike_rate,overs_bowled,overs,total_balls,dots,maidens,conceded,fours_conceded,sixes_conceded,wickets,LBW,Bowled,noballs,wides,economy_rate,catches,stumping,direct_hit,indirect_hit,strike_rate_fp,batting_fp,bowling_fp,fielding_fp,total_fp
Hong Kong,Nizakat Khan,e3eb9e46,1,59,33,7,2,178.79,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,6,113,0,8,121
Hong Kong,Aizaz Khan,f6c2659d,2,14,9,2,0,155.56,"[7, 9, 11]",3.0,18,7,0,16,0,0,1,0,0,0,0,5.33,0,0,0,0,0,22,36,0,58
Hong Kong,Babar Hayat,fbb657bb,3,11,25,0,0,44.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,-6,5,0,8,13
Hong Kong,Anshuman Rath,552b228c,4,44,26,5,1,169.23,"[10, 12]",2.0,12,6,0,6,0,0,3,1,1,0,0,3.0,1,0,0,0,4,78,107,8,193
Hong Kong,Waqas Khan,35971419,5,33,25,2,2,132.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,59,0,0,59
Hong Kong,Shahid Wasif,2cc08c3c,6,4,2,0,0,200.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1,0,4,0,14,18
Hong Kong,Ehsan Khan,d3851cd8,7,0,0,0,0,0.0,"[4, 6, 14, 16]",3.5,21,13,0,17,0,1,2,0,1,0,0,4.86,0,0,0,0,0,0,77,0,77
Hong Kong,C Carter,1e25b5bf,8,0,0,0,0,0.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
Hong Kong,Ehsan Nawaz,70456281,9,0,0,0,0,0.0,"[2, 8]",2.0,12,3,0,22,3,1,1,0,0,0,0,11.0,0,0,0,1,0,0,26,6,32
Hong Kong,Nadeem Ahmed,023f6b02,10,0,0,0,0,0.0,"[1, 3, 13, 15]",4.0,24,13,0,26,1,2,2,1,1,0,0,6.5,0,0,0,0,0,0,81,0,81
Hong Kong,Tanveer Ahmed,571f11e4,11,0,0,0,0,0.0,[5],1.0,6,4,0,2,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,4,0,4
Netherlands,PW Borren,91052c96,1,0,3,0,0,0.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0
Netherlands,MJG Rippon,b03db6fa,2,0,1,0,0,0.0,"[7, 9, 11, 14]",4.0,24,7,0,20,1,0,0,0,0,0,0,5.0,0,0,0,2,0,-2,11,12,21
Netherlands,BN Cooper,634a7b21,3,22,19,3,1,115.79,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,40,0,0,40
Netherlands,W Barresi,0d677597,4,12,17,0,0,70.59,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,12,0,0,12
Netherlands,RE van der Merwe,05c2ca46,5,8,8,1,0,100.0,"[1, 8, 10, 12]",4.0,24,9,0,29,5,0,0,0,0,0,0,7.25,0,0,0,0,0,12,9,0,21
Netherlands,MP O'Dowd,b699df47,6,13,15,0,0,86.67,"[13, 15]",2.0,12,6,0,15,2,0,1,0,0,0,4,7.5,0,0,0,0,0,13,31,0,44
Netherlands,PM Seelaar,abbdca1a,7,1,2,0,0,50.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1,0,1,0,14,15
Netherlands,TP Visee,881b3f8e,8,0,1,0,0,0.0,[],0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,-2,0,0,-2
Netherlands,T van der Gugten,d99cc23a,9,4,7,0,0,57.14,"[2, 4, 19]",3.0,18,4,0,38,3,2,0,0,0,0,0,12.67,0,0,0,0,0,4,-2,0,2
Netherlands,Ahsan Malik,96503059,10,11,9,0,1,122.22,"[5, 16, 18]",3.0,18,3,0,32,1,3,0,0,0,0,0,10.67,0,0,0,1,0,17,1,6,24
Netherlands,PA van Meekeren,4557dc54,11,18,11,0,2,163.64,"[3, 6, 17, 20]",4.0,24,8,0,39,4,0,1,0,1,1,3,9.75,0,0,0,0,4,34,41,0,75
